timestamp,id,group,action,duration
2016-09-27 19:04:11.230818,233271,control,view,150.0729603146481
2016-09-27 19:10:17.954667,191069,control,view,44.651304347504464
2016-09-27 19:31:17.399589,329294,experiment,enroll,201.2920758198616
2016-09-27 19:45:33.526471,266401,control,view,141.049600708958
2016-09-27 20:21:50.480674,646190,experiment,view,90.95366811709304
2016-09-27 21:13:46.409085,576792,experiment,view,22.669219543595943
2016-09-27 22:14:53.966632,647633,experiment,view,215.82810124674938
2016-09-27 22:16:31.645130,798115,experiment,enroll,95.7678424987835
2016-09-27 22:53:36.704038,443787,experiment,view,232.3654528049201
2016-09-27 23:27:32.619298,336739,experiment,view,170.504873666235
2016-09-27 23:31:56.468273,399171,experiment,view,61.887803757677666
2016-09-27 23:38:12.137487,898314,experiment,view,194.53522710611745
2016-09-27 23:45:39.370829,235185,experiment,view,267.73103788767133
2016-09-28 00:02:01.466429,429105,experiment,enroll,61.2467707550173
2016-09-28 01:37:23.435752,821738,experiment,view,72.31736756413733
2016-09-28 01:48:55.020049,399011,control,view,102.09747215363302
2016-09-28 01:52:43.169740,299341,control,view,234.6357612941374
2016-09-28 02:08:39.791267,711838,experiment,view,201.7858004871813
2016-09-28 02:08:53.050942,711838,experiment,view,201.7858004871813
2016-09-28 03:03:13.040395,730103,control,view,166.02376693799962
2016-09-28 04:04:19.658209,530689,control,enroll,169.00925924676153
2016-09-28 04:18:37.913803,446552,control,view,3.4400053553136023
2016-09-28 05:50:37.211916,533985,experiment,enroll,196.39045974445614
2016-09-28 06:50:59.739018,433404,control,view,39.9127050941739
2016-09-28 07:04:04.909733,381068,control,view,131.90220596371296
2016-09-28 07:21:57.542743,702302,control,view,5.473040573402443
2016-09-28 07:25:11.895418,453338,control,view,69.59164757743352
2016-09-28 07:58:41.200302,658566,experiment,view,2.117881592692584
2016-09-28 08:13:05.763554,253348,control,enroll,179.16498217201942
2016-09-28 08:45:33.063572,374346,control,view,100.64218028377502
2016-09-28 09:36:44.302292,483063,experiment,enroll,159.29674755570153
2016-09-28 10:16:56.841761,905147,experiment,enroll,130.6936060906016
2016-09-28 10:52:08.470301,233679,control,view,87.4970111343116
2016-09-28 11:36:39.077721,668418,experiment,view,141.3529808722244
2016-09-28 12:20:11.647894,895027,experiment,view,98.26646846182017
2016-09-28 13:09:40.191625,618970,control,enroll,48.53673262007496
2016-09-28 13:26:29.904000,277232,experiment,enroll,174.43525321491592
2016-09-28 13:58:55.099460,656583,experiment,view,156.02698711860643
2016-09-28 14:25:42.933338,563953,experiment,enroll,91.37431419455864
2016-09-28 15:35:28.421540,488252,experiment,enroll,116.88981257411491
2016-09-28 16:59:07.971676,736093,control,view,46.34865391227419
2016-09-28 18:00:28.575990,523002,experiment,enroll,29.967377302973844
2016-09-28 18:07:42.401397,519288,control,view,133.808463766719
2016-09-28 18:35:12.865142,616040,experiment,view,139.21106942057847
2016-09-28 18:46:54.466141,205169,control,view,229.77933806951847
2016-09-28 20:09:04.067591,718089,experiment,view,65.99590331166021
2016-09-28 21:13:47.153304,660552,control,enroll,74.51574932013486
2016-09-28 21:14:57.712295,913436,control,view,97.29775232354874
2016-09-28 21:25:25.914750,650042,control,enroll,49.76045755671303
2016-09-28 21:59:26.944679,566446,experiment,view,77.99941089917378
2016-09-28 23:59:53.518297,790990,experiment,enroll,183.2729756163071
2016-09-29 02:17:23.753373,761735,experiment,view,43.630966469669076
2016-09-29 02:18:34.096173,509093,control,enroll,106.73301501973316
2016-09-29 03:00:27.679119,411556,control,view,29.24169559031803
2016-09-29 03:44:48.504856,397716,experiment,enroll,216.58660950057566
2016-09-29 03:57:49.813361,187948,control,view,164.48999025498506
2016-09-29 04:38:24.291821,511188,experiment,view,112.7666385870539
2016-09-29 04:44:31.723812,362819,control,view,114.92502267802824
2016-09-29 07:48:17.982263,197540,experiment,view,99.57327501944796
2016-09-29 07:57:32.575019,747580,experiment,view,25.26044738146483
2016-09-29 07:59:37.825966,381748,control,view,235.0908080218052
2016-09-29 09:06:44.061432,495724,control,view,87.22725664760321
2016-09-29 09:22:13.113432,590747,experiment,view,13.862860348758687
2016-09-29 09:35:07.778884,434647,experiment,view,186.73853856174
2016-09-29 09:37:55.344929,305913,control,view,161.58465593421195
2016-09-29 10:19:40.281271,440442,experiment,view,116.1461097471919
2016-09-29 12:23:15.051271,871140,control,view,29.90372840375579
2016-09-29 12:38:13.439577,202632,control,view,132.04671862335744
2016-09-29 12:38:47.321999,533580,experiment,view,145.76519101748266
2016-09-29 13:42:12.803221,353166,experiment,view,294.90647694192484
2016-09-29 14:06:35.119694,657732,experiment,enroll,57.97479637886376
2016-09-29 15:02:11.405280,211548,control,view,92.4634125405336
2016-09-29 15:47:56.161400,598270,experiment,enroll,43.617106343474646
2016-09-29 16:11:23.775861,652825,experiment,enroll,98.35172029052626
2016-09-29 16:47:29.482400,495779,control,enroll,117.72269537762293
2016-09-29 16:58:52.366824,641794,control,enroll,111.83671894401205
2016-09-29 17:06:24.888565,391133,control,enroll,112.7622098072192
2016-09-29 18:22:31.333715,860274,experiment,view,148.21517205993632
2016-09-29 18:31:30.141097,589986,control,view,10.550121254412248
2016-09-29 18:36:43.149402,894468,control,enroll,218.4117310324736
2016-09-29 21:29:23.831562,774544,experiment,view,138.79723219557064
2016-09-29 21:47:51.173628,548198,control,enroll,247.3148328466841
2016-09-29 22:11:47.312281,380621,control,view,187.1306453082117
2016-09-29 23:09:45.420758,246388,control,view,42.13029995173406
2016-09-30 00:52:09.721294,587346,control,view,212.64550950251828
2016-09-30 00:57:32.703820,301204,experiment,enroll,110.74850549746401
2016-09-30 02:23:58.204019,437110,control,view,35.39651863152696
2016-09-30 03:03:50.971190,657595,experiment,view,158.0103382898814
2016-09-30 03:33:29.221442,643072,control,view,187.05408586628963
2016-09-30 03:56:01.688359,496601,experiment,view,65.16473060998581
2016-09-30 04:10:03.523155,576258,experiment,view,51.529742143072966
2016-09-30 04:55:25.858319,371617,experiment,view,51.26856743874968
2016-09-30 05:21:38.870391,191674,control,view,27.009225532468076
2016-09-30 06:15:32.284434,579078,control,view,142.25869073251909
2016-09-30 06:46:04.677030,770691,control,view,4.663115455115103
2016-09-30 09:00:11.144968,907024,control,view,61.64549769617161
2016-09-30 09:26:43.500107,441352,experiment,view,97.97899586401644
2016-09-30 09:29:42.239909,626891,control,view,136.8430621688203
2016-09-30 09:32:14.149407,583724,control,view,57.486327126338345
2016-09-30 10:17:31.895146,473085,control,view,292.82394468155206
2016-09-30 10:55:31.078337,736100,experiment,view,153.2682448208996
2016-09-30 11:11:03.982278,224572,control,view,136.09691681703978
2016-09-30 11:57:11.142867,802405,control,view,141.3400410241581
2016-09-30 11:57:44.059162,802405,control,view,
2016-09-30 12:10:38.253806,679230,control,view,1.3843356622438279
2016-09-30 14:39:18.468251,839183,experiment,view,283.6100422983409
2016-09-30 14:59:00.649103,362431,experiment,view,108.22102942658556
2016-09-30 15:01:24.270361,458146,experiment,view,20.384745835850726
2016-09-30 16:12:11.172763,721756,control,enroll,225.52930974998927
2016-09-30 16:37:43.993214,829973,control,view,104.13309196277031
2016-09-30 16:48:50.019730,320722,control,enroll,175.70663040315108
2016-09-30 17:16:39.786625,524941,control,view,223.91051318923905
2016-09-30 17:17:07.708962,524941,control,view,
2016-09-30 18:18:40.476485,639714,experiment,view,136.31920614237336
2016-09-30 18:28:44.379258,379491,control,view,32.33431282158496
2016-09-30 18:42:37.077882,292252,control,view,203.57492764485215
2016-09-30 19:19:53.347357,540577,control,enroll,205.19753105469772
2016-09-30 20:39:29.090054,669818,experiment,view,50.24320385993588
2016-09-30 21:51:00.833162,199601,control,view,60.56598854662614
2016-09-30 22:00:53.777705,393940,experiment,view,42.745906969050004
2016-09-30 22:40:21.580191,840587,experiment,view,183.29256885088847
2016-09-30 23:23:11.966376,296532,experiment,view,62.93001445992917
2016-09-30 23:27:38.137553,352586,control,view,10.102731656710064
2016-10-01 00:15:25.466709,933134,experiment,view,4.305710375802391
2016-10-01 00:20:55.801414,827289,control,view,121.20185197556812
2016-10-01 01:01:09.482115,249961,experiment,view,78.74633005439156
2016-10-01 01:25:49.120559,485492,control,view,219.1488044360841
2016-10-01 02:28:51.821476,822522,control,view,23.44737374492209
2016-10-01 02:34:24.944528,511412,control,view,71.67331189465663
2016-10-01 02:45:46.891327,495928,experiment,view,19.57389200915422
2016-10-01 03:57:38.538786,441537,experiment,enroll,137.29055587378977
2016-10-01 04:35:16.187186,685851,control,view,136.631497438749
2016-10-01 04:39:55.313972,824757,control,view,78.94525909804119
2016-10-01 05:20:44.883147,930939,control,view,3.5029772512292965
2016-10-01 06:23:14.812724,322052,control,enroll,59.00564330466014
2016-10-01 06:35:43.717989,571124,experiment,enroll,64.09218341348195
2016-10-01 08:40:17.894935,381758,control,view,123.26337507003498
2016-10-01 08:40:31.380072,381758,control,view,
2016-10-01 09:02:33.060347,224227,experiment,view,107.2339190932132
2016-10-01 09:35:50.275718,585472,control,view,64.61006202718009
2016-10-01 09:42:49.340420,920568,experiment,enroll,247.12157795532272
2016-10-01 09:51:46.070147,804652,experiment,view,44.987066273058865
2016-10-01 11:36:21.244657,637883,experiment,view,179.9537701776779
2016-10-01 12:23:29.399656,673302,experiment,view,158.93619089469763
2016-10-01 14:42:22.450181,557126,experiment,enroll,246.529785761068
2016-10-01 15:06:19.475821,739639,experiment,view,146.97308600243005
2016-10-01 15:10:53.780504,805898,control,view,100.8470278931323
2016-10-01 15:16:04.191087,337271,experiment,view,115.42526148209154
2016-10-01 15:26:41.189752,384586,control,enroll,91.21794615368164
2016-10-01 15:26:53.023820,243872,control,view,256.4126468770369
2016-10-01 17:23:03.139775,291539,control,view,227.64485518234426
2016-10-01 17:25:13.956783,684397,experiment,enroll,126.03713494974608
2016-10-01 17:26:30.703846,373576,experiment,view,29.891477387201377
2016-10-01 17:33:35.616387,324960,control,enroll,63.918053285626534
2016-10-01 17:46:04.407680,435165,experiment,view,20.817646096907254
2016-10-01 17:47:57.933591,683988,experiment,view,95.19997516868357
2016-10-01 18:00:57.273534,655152,control,enroll,20.03261618784086
2016-10-01 18:13:32.413374,551524,control,view,205.714928681608
2016-10-01 18:24:46.213586,429658,experiment,enroll,26.91503639790461
2016-10-01 20:46:32.827988,510477,experiment,view,122.07423339444857
2016-10-01 22:50:44.894919,347416,control,enroll,105.33162053102757
2016-10-01 23:17:52.328951,765366,experiment,view,20.436503482792347
2016-10-01 23:59:40.123728,829268,control,view,99.069817636341
2016-10-02 00:10:23.276842,671116,control,view,153.2228388167531
2016-10-02 01:45:33.668680,313924,control,view,53.78045956851059
2016-10-02 02:11:07.074961,604301,control,view,204.45926513330616
2016-10-02 02:13:19.878572,576367,control,view,77.20279027973986
2016-10-02 03:18:14.688097,247380,experiment,view,228.46121117943886
2016-10-02 03:33:50.137700,488373,control,view,4.947575513384663
2016-10-02 03:54:14.535247,791509,experiment,view,37.48142403119783
2016-10-02 05:06:16.336646,826595,experiment,enroll,98.96749605498144
2016-10-02 05:13:15.216210,827885,control,view,35.49235081139455
2016-10-02 05:31:38.699288,817957,experiment,enroll,116.55177955482584
2016-10-02 06:14:57.391984,515997,experiment,view,2.226243635255514
2016-10-02 06:44:44.321427,236834,control,enroll,92.25020656984476
2016-10-02 06:50:23.936116,400143,experiment,view,187.46827499461628
2016-10-02 07:18:52.520179,320268,experiment,view,135.32900243545788
2016-10-02 07:29:40.343418,605334,control,view,134.38328513692235
2016-10-02 07:32:28.141430,284968,experiment,view,75.09040735523484
2016-10-02 07:52:49.512772,477681,control,view,116.69132346238337
2016-10-02 08:06:03.235092,648558,experiment,view,74.90805320253055
2016-10-02 08:19:49.755783,285655,experiment,view,67.99536590643743
2016-10-02 08:29:40.222755,761919,control,view,218.51537302567303
2016-10-02 10:21:53.720456,383628,experiment,view,73.44805087386958
2016-10-02 11:06:50.684911,840092,control,view,116.42333799896973
2016-10-02 11:35:35.045100,778137,experiment,view,89.15696150732845
2016-10-02 12:08:29.724174,754431,experiment,view,31.92111651442273
2016-10-02 12:40:51.563387,560467,control,view,152.89116057072732
2016-10-02 13:06:19.391141,325255,experiment,view,284.2913750324914
2016-10-02 13:43:35.047313,440010,experiment,view,201.1635111126934
2016-10-02 14:03:24.110191,530663,experiment,view,252.02972094477056
2016-10-02 14:33:00.624705,778391,experiment,enroll,55.525980046677645
2016-10-02 14:53:38.882540,782962,control,enroll,35.07776839120149
2016-10-02 16:22:56.359193,236609,control,view,160.09749404949062
2016-10-02 17:00:10.157575,719935,experiment,view,57.77984038450468
2016-10-02 17:50:50.543029,648747,experiment,view,42.66700271707256
2016-10-02 18:01:47.042973,289574,control,view,5.529291066851085
2016-10-02 18:18:00.139049,190993,control,enroll,211.883281825697
2016-10-02 20:42:04.693222,622592,experiment,view,104.52253439679157
2016-10-02 21:11:02.091733,860058,experiment,view,50.879351637404454
2016-10-02 21:22:45.185916,521191,control,view,80.0784934428837
2016-10-02 21:36:28.654662,345439,experiment,view,76.18923614562715
2016-10-02 22:09:24.056888,661649,experiment,view,156.14538789542337
2016-10-02 22:19:49.795468,918146,control,view,78.93602411191729
2016-10-02 22:43:27.557429,612937,experiment,view,180.7170210894553
2016-10-03 00:09:44.827977,511901,experiment,view,110.2960784492138
2016-10-03 01:38:31.896688,864854,control,view,41.88599102789632
2016-10-03 03:32:43.631830,458664,control,view,64.8690449292594
2016-10-03 03:38:25.160335,857700,control,view,145.32411406603387
2016-10-03 03:50:08.008167,777806,experiment,view,19.750605241180693
2016-10-03 03:55:57.571078,666799,control,enroll,137.05372103563457
2016-10-03 04:20:44.484682,891052,control,view,142.5452007620221
2016-10-03 05:16:38.556555,368848,control,view,182.44891050646888
2016-10-03 06:28:10.179449,307158,experiment,view,40.16730445901239
2016-10-03 06:33:32.041726,549655,control,view,129.45149590955737
2016-10-03 06:50:00.609385,520473,experiment,view,221.2115888479599
2016-10-03 07:04:49.720220,314625,experiment,enroll,44.009678347396154
2016-10-03 07:23:54.016661,560100,control,view,88.46778511777805
2016-10-03 07:37:20.129979,225986,control,view,306.39793326925144
2016-10-03 07:49:39.405584,845140,experiment,view,115.00209899002728
2016-10-03 08:16:38.168566,696909,experiment,view,72.43960081632109
2016-10-03 08:52:13.213481,788497,experiment,view,166.77816980901918
2016-10-03 08:53:49.922052,699605,experiment,view,152.51936865456292
2016-10-03 09:11:31.131587,429056,control,view,118.45020775395477
2016-10-03 09:26:02.002277,239753,experiment,view,173.32137301733897
2016-10-03 09:53:59.716319,667231,experiment,view,276.4521221152186
2016-10-03 10:00:41.343952,845834,control,view,89.7764157740723
2016-10-03 10:03:47.572898,653696,experiment,view,151.49296899815837
2016-10-03 10:17:51.969961,222442,control,view,174.88765436489788
2016-10-03 11:08:32.477750,733572,control,view,182.0278588217904
2016-10-03 12:02:45.043777,904038,experiment,view,20.192252036286558
2016-10-03 12:17:15.785669,848000,control,view,189.7149488580692
2016-10-03 12:27:39.927288,781455,control,view,75.68053459550045
2016-10-03 12:47:31.860299,192175,experiment,view,48.656560076995106
2016-10-03 12:58:35.567688,230260,control,view,214.7961591791724
2016-10-03 13:28:23.372293,187125,control,view,13.982403348652682
2016-10-03 13:40:11.970073,882058,experiment,view,107.25030391446907
2016-10-03 14:09:28.500476,233644,control,view,60.15448532772317
2016-10-03 16:33:14.073619,811876,control,view,260.9527432479017
2016-10-03 18:39:28.473832,722801,experiment,view,172.72905985928088
2016-10-03 19:32:13.389168,831344,control,view,119.12120200622515
2016-10-03 19:51:29.475572,813520,experiment,view,70.93401605547776
2016-10-03 20:07:33.086643,757165,control,view,139.13314711632282
2016-10-03 20:08:57.011373,757165,control,enroll,
2016-10-03 20:27:47.201184,205152,control,view,291.36354195861526
2016-10-03 22:04:37.226523,790255,control,view,10.138760731081065
2016-10-03 23:21:46.948595,720401,control,enroll,156.73629053599717
2016-10-03 23:26:48.036893,546889,experiment,view,186.96923513496483
2016-10-03 23:56:13.331606,878928,experiment,view,17.69849439660217
2016-10-04 00:13:06.662062,684382,experiment,view,95.21219154213007
2016-10-04 00:52:00.969788,554045,experiment,view,109.29976564790852
2016-10-04 01:40:06.051928,218169,control,enroll,207.56582043389102
2016-10-04 03:06:22.630600,255310,experiment,enroll,63.84122089172747
2016-10-04 04:08:41.597742,203891,experiment,view,307.3735880734439
2016-10-04 04:49:19.483839,509829,control,enroll,151.99840770432826
2016-10-04 05:31:58.432925,866976,experiment,enroll,154.13317272989417
2016-10-04 06:16:49.872256,623525,control,view,50.50532797036214
2016-10-04 06:51:00.073555,747386,experiment,enroll,116.03670695210128
2016-10-04 06:59:05.817622,352476,experiment,view,122.54439498057249
2016-10-04 08:42:17.566208,780175,control,view,132.96538918904676
2016-10-04 09:14:54.662129,733043,experiment,enroll,168.56833570168072
2016-10-04 11:39:28.720839,764025,control,view,211.56202034019643
2016-10-04 12:07:05.976280,693214,control,enroll,27.57134962151544
2016-10-04 12:36:35.712720,303343,experiment,view,39.172631262681776
2016-10-04 14:23:09.151128,185114,experiment,enroll,125.57286847048815
2016-10-04 14:46:39.126008,556942,experiment,view,78.42770116105537
2016-10-04 15:42:51.286338,652627,control,view,101.97802644311199
2016-10-04 16:10:24.035419,646181,experiment,view,97.32531002518357
2016-10-04 16:12:29.664597,602206,control,view,18.17167331462231
2016-10-04 18:28:52.246804,639208,control,view,76.22210952437283
2016-10-04 19:20:32.320310,726195,control,view,170.03592287281367
2016-10-04 19:26:15.775642,632502,experiment,view,146.42552373475058
2016-10-04 19:57:23.305616,708697,experiment,view,87.78315472162926
2016-10-04 20:41:38.813191,903865,experiment,view,85.94811618250071
2016-10-04 20:54:35.011966,221843,experiment,view,95.4523559943105
2016-10-04 22:23:45.873070,358005,control,enroll,55.75531851634576
2016-10-04 22:40:20.732643,638990,control,view,158.0007723208796
2016-10-04 22:49:33.927921,239596,control,enroll,135.0819443449082
2016-10-04 23:08:05.976149,239792,control,view,83.51034071598234
2016-10-04 23:16:48.518991,456559,experiment,view,33.8855161598474
2016-10-05 00:12:21.658795,362635,control,view,150.2851537795675
2016-10-05 00:23:28.503230,699130,control,view,66.99684374026279
2016-10-05 00:44:28.780872,627836,experiment,view,196.94270526797771
2016-10-05 00:44:30.410202,511472,experiment,view,183.95862549739127
2016-10-05 01:26:28.616263,813237,control,view,151.28728572081374
2016-10-05 01:43:13.637780,519682,experiment,view,161.53318013727116
2016-10-05 02:52:43.587979,794063,experiment,view,235.46938617219232
2016-10-05 03:10:50.914656,313004,experiment,view,78.74548099118005
2016-10-05 03:29:27.789815,590164,experiment,enroll,129.04432498918624
2016-10-05 05:17:49.228341,818283,experiment,view,144.34273748510606
2016-10-05 05:42:24.759443,870232,experiment,view,122.68789988980636
2016-10-05 06:32:45.402251,865515,control,view,106.22128351558916
2016-10-05 06:41:54.131906,536354,experiment,view,67.14980469890324
2016-10-05 06:55:11.200743,917958,experiment,view,38.40623070434543
2016-10-05 07:06:09.900762,340639,experiment,view,13.43268475405475
2016-10-05 07:26:44.745380,923867,control,view,21.880045069003558
2016-10-05 09:24:56.301826,709522,control,view,52.21937547766015
2016-10-05 10:50:08.453982,375931,control,enroll,68.1865992694339
2016-10-05 10:57:50.320875,825126,control,view,208.62311849877068
2016-10-05 11:49:15.812906,491365,control,view,138.78663601425762
2016-10-05 12:14:15.700406,592717,experiment,view,104.32041299680051
2016-10-05 12:14:34.635159,307436,control,view,15.612368204570329
2016-10-05 12:29:10.033567,615199,experiment,view,147.10753356011998
2016-10-05 12:42:38.276763,193094,experiment,view,212.52682187898
2016-10-05 12:51:09.260394,361368,experiment,enroll,56.3198778398444
2016-10-05 14:48:54.879077,813583,experiment,view,163.8463700932233
2016-10-05 15:07:49.230857,257848,experiment,view,135.18095237899885
